Survived,Pclass,Age,Fare,Cabin,C,Q,S,CabinLetter,Age_scaled,Fare_0,Fare_1,Fare_2,Fare_3,Fare_4,Sex_0,Sex_1,Title_0,Title_1,Title_2,Title_3,Title_4,Title_5,Name_length,Pclass_0,Pclass_1,Pclass_2,Pclass_3,Pclass_4,Pclass_5,Family_Size,Family_Size_Category_0,Family_Size_Category_1,Family_Size_Category_2,Ticket_Letter,Ticket_Number
0,0,1.1169706677016673,-0.5099435573772534,0,0,0,1,0,1.1169706677016673,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.9664536501405249,0,0,0,0,0,1,1,0,1,0,3,347061.0
0,0,0.2429345800314778,-0.4665223892131094,0,1,0,0,0,0.2429345800314778,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.7508526981437278,0,0,0,0,0,1,1,0,1,0,3,349241.0
0,0,-0.7039378482778941,-0.5064068636193138,0,0,0,1,0,-0.7039378482778941,1,0,0,0,0,1,0,1,0,0,0,0,0,0.3271520618402576,0,0,0,0,0,1,1,0,1,0,21,0.0
0,0,1.2626433489800322,-0.15509528366397884,0,0,0,1,0,1.2626433489800322,0,0,0,1,0,0,1,0,1,0,0,0,0,2.0519596778146343,0,0,0,0,1,0,2,0,0,1,5,0.0
1,2,-0.04841078252525201,0.3871977592200952,0,0,0,1,0,-0.04841078252525201,0,0,0,1,0,0,1,0,1,0,0,0,0,1.9441592018162357,0,0,1,0,0,0,2,0,0,1,3,228414.0
0,2,-0.3397561450819818,-0.22582915882277113,0,0,0,1,0,-0.3397561450819818,0,0,0,1,0,1,0,1,0,0,0,0,0,0.3271520618402576,0,0,0,1,0,0,1,0,1,0,6,0.0
0,2,-0.48542882636034673,-0.12935758428953298,0,1,0,0,0,-0.48542882636034673,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.9664536501405249,0,0,1,0,0,0,1,0,1,0,22,0.0
1,1,-0.7767741889170765,0.4005570304417525,1,0,0,1,4,-0.7767741889170765,0,0,0,1,0,0,1,0,0,1,0,0,0,0.11155110984346052,0,1,0,0,0,0,3,0,0,1,3,11752.0
0,1,0.5342799425882077,0.4131335134449858,1,0,0,1,1,0.5342799425882077,0,0,0,1,0,1,0,1,0,0,0,0,0,0.003750633845061978,0,1,0,0,0,0,2,0,0,1,3,113803.0
0,0,-0.9952832108346239,-0.6215451078069573,0,0,0,1,0,-0.9952832108346239,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.8586531741421264,0,0,0,0,0,1,1,0,1,0,3,7534.0
0,1,-0.41259248572116425,1.0285182273264786,1,1,0,0,6,-0.41259248572116425,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.9664536501405249,0,1,0,0,0,0,1,0,1,0,1,0.0
0,0,0.11266678479829954,-0.4793912389003324,0,1,0,0,0,0.11266678479829954,1,0,0,0,0,0,1,0,1,0,0,0,0,0.21935158584185907,0,0,0,0,0,1,3,0,0,1,3,2678.0
1,0,-0.5582651669995292,-0.47339772187854406,0,0,0,1,0,-0.5582651669995292,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.31965079415013364,0,0,0,0,0,1,1,0,1,0,3,347081.0
1,0,-0.41259248572116425,-0.4651454364433516,0,0,0,1,0,-0.41259248572116425,0,0,1,0,0,0,1,0,1,0,0,0,0,2.6987625338050254,0,0,0,0,0,1,2,0,0,1,2,0.0
0,0,-0.7767741889170765,-0.5205536386510723,0,0,1,0,0,-0.7767741889170765,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.8586531741421264,0,0,0,0,0,1,1,0,1,0,3,365222.0
0,2,-0.8496105295562589,-0.29656303398156336,0,0,0,1,0,-0.8496105295562589,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.10404984215333657,0,0,0,1,0,0,1,0,1,0,3,231945.0
0,2,-0.7767741889170765,0.027633893829567848,0,0,0,1,0,-0.7767741889170765,0,0,0,1,0,1,0,1,0,0,0,0,0,0.11155110984346052,0,0,1,0,0,0,3,0,0,1,6,0.0
1,0,-0.1940834638036169,-0.4712379808903623,0,0,0,1,0,-0.1940834638036169,0,0,1,0,0,1,0,1,0,0,0,0,0,1.836358725817837,0,0,0,0,0,1,1,0,1,0,3,350043.0
0,0,-1.505137595308901,-0.4336099171017234,0,0,0,1,0,-1.505137595308901,0,0,0,0,1,0,1,0,0,1,0,0,0,0.5427530138370547,0,0,0,0,1,0,5,1,0,0,15,0.0
0,2,0.4978617722686164,-0.4301714648370599,1,0,0,1,7,0.4978617722686164,0,0,0,0,1,1,0,1,0,0,0,0,0,1.405156821824243,0,0,0,1,0,0,3,0,0,1,3,230080.0
0,2,0.8984616457841199,-0.22582915882277113,0,0,0,1,0,0.8984616457841199,0,0,0,1,0,1,0,0,0,0,0,0,1,0.6505534898354532,0,0,0,1,0,0,1,0,1,0,3,244310.0
0,2,1.5539887115367619,-0.248228219289722,0,0,0,1,0,1.5539887115367619,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.10404984215333657,0,0,0,1,0,0,1,0,1,0,23,0.0
1,1,-0.5582651669995292,0.7314359516595508,1,0,0,1,1,-0.5582651669995292,0,1,0,0,0,0,1,0,1,0,0,0,0,0.6505534898354532,0,1,0,0,0,0,2,0,0,1,3,113776.0
0,0,1.881752244413083,-0.4592509468467856,0,0,0,1,0,1.881752244413083,0,0,1,0,0,1,0,1,0,0,0,0,0,-1.182054602137322,0,0,0,0,0,1,1,0,1,0,24,0.0
0,0,0.7892071348253462,-0.15509528366397884,0,0,0,1,0,0.7892071348253462,0,0,0,1,0,1,0,1,0,0,0,0,0,0.4349525378386561,0,0,0,0,1,0,3,0,0,1,5,0.0
0,0,0.08324385313972793,-0.49402843546652514,0,0,0,1,0,0.08324385313972793,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.6430522221453293,0,0,0,0,0,1,1,0,1,0,25,0.0
0,1,1.5539887115367619,2.055536369898724,0,1,0,0,0,1.5539887115367619,0,1,0,0,0,1,0,1,0,0,0,0,0,0.003750633845061978,1,0,0,0,0,0,2,0,0,1,1,0.0
1,0,-0.9952832108346239,-0.4741852256886453,0,0,1,0,0,-0.9952832108346239,1,0,0,0,0,0,1,0,0,1,0,0,0,0.5427530138370547,0,0,0,0,0,1,1,0,1,0,3,35851.0
0,0,0.02442555811393045,-0.4592509468467856,0,0,0,1,0,0.02442555811393045,0,0,1,0,0,1,0,1,0,0,0,0,0,-1.2898550781357205,0,0,0,0,0,1,1,0,1,0,16,0.0
0,0,-0.29879969569847037,-0.4303679478236121,0,0,0,1,0,-0.29879969569847037,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.8586531741421264,0,0,0,0,1,0,1,0,1,0,3,315037.0
0,0,-1.3641358364389364,-0.37032836093287536,0,0,0,1,0,-1.3641358364389364,0,0,0,0,1,1,0,0,0,0,1,0,0,-0.10404984215333657,0,0,0,0,1,0,11,1,0,0,26,0.0
0,0,1.0441343270624848,-0.07964581682793369,0,0,0,1,0,1.0441343270624848,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.31965079415013364,0,0,0,0,1,0,2,0,0,1,3,371362.0
1,2,0.7527889645057549,-0.09615038769831863,0,0,0,1,0,0.7527889645057549,0,0,0,1,0,0,1,0,1,0,0,0,0,2.483161581808228,0,0,1,0,0,0,1,0,1,0,6,0.0
0,0,-0.26691980444279934,-0.4722188239592308,0,0,0,1,0,-0.26691980444279934,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.10404984215333657,0,0,0,0,0,1,1,0,1,0,3,347068.0
0,0,-0.9224468701954415,-0.4303679478236121,0,0,0,1,0,-0.9224468701954415,0,0,0,0,1,1,0,1,0,0,0,0,0,-1.2898550781357205,0,0,0,0,1,0,1,0,1,0,3,315093.0
0,0,-2.0878283204223607,-0.5269393357140189,0,0,0,1,0,-2.0878283204223607,1,0,0,0,0,1,0,0,0,0,1,0,0,0.11155110984346052,0,0,0,0,0,1,6,1,0,0,3,3101295.0
1,0,-1.505137595308901,-0.5162310129469239,0,0,0,1,0,-1.505137595308901,1,0,0,0,0,1,0,0,0,0,1,0,0,2.159760153813033,0,0,0,0,0,1,3,0,0,1,3,363291.0
1,1,-0.32787411004571004,0.4579316343788875,1,0,0,1,2,-0.32787411004571004,0,1,0,0,0,0,1,0,1,0,0,0,0,1.189555869827446,0,1,0,0,0,0,2,0,0,1,3,113505.0
0,0,1.1169706677016673,-0.6195810638733815,0,0,0,1,0,1.1169706677016673,1,0,0,0,0,0,1,0,1,0,0,0,0,2.159760153813033,0,0,0,0,0,1,6,1,0,0,3,347088.0
0,1,2.068853077487051,0.3836610654621556,0,0,0,1,0,2.068853077487051,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.8586531741421264,0,1,0,0,0,0,1,0,1,0,1,0.0
0,0,-0.12124712316443445,-0.4582687564660092,0,0,0,1,0,-0.12124712316443445,0,0,0,0,1,1,0,1,0,0,0,0,0,-1.5054560301325175,0,0,0,0,0,1,1,0,1,0,3,1601.0
0,1,2.2823521179285864,0.7408671350140565,1,0,0,1,6,2.2823521179285864,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.2118503181517351,0,1,0,0,0,0,1,0,1,0,3,111240.0
0,0,-1.8693192985048133,-0.5641728616656608,0,0,1,0,0,-1.8693192985048133,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.7508526981437278,0,0,0,0,0,1,6,1,0,0,3,382652.0
1,0,-2.0878283204223607,-0.6638557541311081,0,0,0,1,0,-2.0878283204223607,1,0,0,0,0,0,1,0,0,1,0,0,0,0.11155110984346052,0,0,0,0,0,1,3,0,0,1,3,347742.0
0,0,-0.6311015076387116,-0.4651454364433516,0,0,0,1,0,-0.6311015076387116,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.2118503181517351,0,0,0,0,0,1,1,0,1,0,18,0.0
0,1,1.9181704147326741,0.608632513200533,1,1,0,0,5,1.9181704147326741,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.4274512701485322,0,1,0,0,0,0,1,0,1,0,3,17764.0
0,0,-0.8496105295562589,-0.4684840753508467,0,0,0,1,0,-0.8496105295562589,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.5352517461469307,0,0,0,0,0,1,3,0,0,1,3,350404.0
0,0,-1.6347120526919905,-0.5386296804479016,0,0,0,1,0,-1.6347120526919905,1,0,0,0,0,1,0,0,0,0,1,0,0,0.21935158584185907,0,0,0,0,0,1,5,1,0,0,3,4133.0
0,1,1.4811523708975796,0.5151081834655779,1,1,0,0,1,1.4811523708975796,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.10404984215333657,0,1,0,0,0,0,1,0,1,0,1,0.0
0,2,0.02442555811393045,-0.22582915882277113,0,0,0,1,0,0.02442555811393045,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.9664536501405249,0,0,0,1,0,0,1,0,1,0,3,250653.0
0,0,0.4614436019490252,-0.8388560768656375,0,0,0,1,0,0.4614436019490252,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.8586531741421264,0,0,0,0,0,1,1,0,1,0,27,0.0
0,0,-1.3641358364389364,-0.37032836093287536,0,0,0,1,0,-1.3641358364389364,0,0,0,0,1,0,1,0,0,1,0,0,0,0.11155110984346052,0,0,0,0,1,0,11,1,0,0,26,0.0
0,2,0.134417276891888,-0.12915952943908832,0,1,0,0,0,0.134417276891888,0,0,0,1,0,1,0,1,0,0,0,0,0,-1.182054602137322,0,0,1,0,0,0,1,0,1,0,22,0.0
0,0,-1.505137595308901,-0.46882949244120536,0,0,0,1,0,-1.505137595308901,0,0,1,0,0,1,0,0,0,0,1,0,0,1.0817553938290474,0,0,0,0,0,1,7,1,0,0,3,347077.0
1,2,-2.0878283204223607,0.08068430019866205,1,0,0,1,7,-2.0878283204223607,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.2118503181517351,0,0,1,0,0,0,4,0,0,1,3,230136.0
1,0,-1.8693192985048133,0.19975299004929564,0,0,0,1,0,-1.8693192985048133,0,0,0,1,0,0,1,0,0,1,0,0,0,0.8661544418322503,0,0,0,0,1,0,3,0,0,1,3,315153.0
0,1,2.0826785737003317,1.5189397617607716,1,0,0,1,5,2.0826785737003317,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.6430522221453293,1,0,0,0,0,0,1,0,1,0,3,113767.0
1,0,-0.2579099491057328,-0.47339772187854406,0,0,1,0,0,-0.2579099491057328,0,0,1,0,0,0,1,0,1,0,0,0,0,2.159760153813033,0,0,0,0,0,1,2,0,0,1,3,370365.0
1,1,1.1169706677016673,0.4131335134449858,0,0,0,1,0,1.1169706677016673,0,0,0,1,0,1,0,1,0,0,0,0,0,1.9441592018162357,0,1,0,0,0,0,1,0,1,0,3,111428.0
0,0,0.7527889645057549,-0.47339772187854406,0,0,1,0,0,0.7527889645057549,0,0,1,0,0,1,0,1,0,0,0,0,0,-1.182054602137322,0,0,0,0,0,1,3,0,0,1,3,364849.0
0,0,0.4614436019490252,-0.4665223892131094,0,0,0,1,0,0.4614436019490252,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.8586531741421264,0,0,0,0,0,1,1,0,1,0,3,349247.0
1,2,0.17009823939229535,-0.22582915882277113,0,0,0,1,0,0.17009823939229535,0,0,0,1,0,0,1,0,1,0,0,0,0,-0.8586531741421264,0,0,0,1,0,0,1,0,1,0,3,234604.0
0,2,-0.7767741889170765,-0.22582915882277113,0,0,0,1,0,-0.7767741889170765,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.6430522221453293,0,0,0,1,0,0,1,0,1,0,3,28424.0
1,0,-0.7767741889170765,-0.4684840753508467,0,0,0,1,0,-0.7767741889170765,0,0,1,0,0,0,1,0,0,1,0,0,0,2.159760153813033,0,0,0,0,0,1,2,0,0,1,3,350046.0
1,2,-1.9421556391439958,-0.4301714648370599,1,0,0,1,7,-1.9421556391439958,0,0,0,0,1,1,0,0,0,0,1,0,0,-0.10404984215333657,0,0,0,1,0,0,3,0,0,1,3,230080.0
1,1,1.0441343270624848,0.46834366080226175,1,1,0,0,6,1.0441343270624848,0,1,0,0,0,0,1,0,1,0,0,0,0,1.5129572978226415,0,1,0,0,0,0,1,0,1,0,1,0.0
1,1,2.063843096011039,2.6158052482564864,1,1,0,0,6,2.063843096011039,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.7508526981437278,1,0,0,0,0,0,1,0,1,0,1,0.0
0,0,0.7922753124876796,-0.47339772187854406,0,0,1,0,0,0.7922753124876796,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.8586531741421264,0,0,0,0,0,1,1,0,1,0,3,368703.0
0,0,0.8984616457841199,-0.44254832112595616,0,0,0,1,0,0.8984616457841199,0,0,0,0,1,1,0,1,0,0,0,0,0,0.5427530138370547,0,0,0,0,1,0,2,0,0,1,3,4579.0
1,0,-0.5384952636981484,-0.47339772187854406,0,0,1,0,0,-0.5384952636981484,0,0,1,0,0,0,1,0,0,1,0,0,0,0.5427530138370547,0,0,0,0,0,1,1,0,1,0,3,370370.0
0,2,-0.41259248572116425,-0.22582915882277113,0,0,0,1,0,-0.41259248572116425,0,0,0,1,0,0,1,0,0,1,0,0,0,1.189555869827446,0,0,0,1,0,0,1,0,1,0,3,248747.0
0,0,-0.12124712316443445,-0.39087486752661976,0,0,0,1,0,-0.12124712316443445,0,0,0,0,1,1,0,1,0,0,0,0,0,0.3271520618402576,0,0,0,0,1,0,1,0,1,0,3,345770.0
0,0,-1.3641358364389364,-0.37032836093287536,0,0,0,1,0,-1.3641358364389364,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.8586531741421264,0,0,0,0,1,0,11,1,0,0,26,0.0
0,0,0.31577092067066026,-0.532540672694649,0,0,0,1,0,0.31577092067066026,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.10404984215333657,0,0,0,0,0,1,1,0,1,0,3,3101264.0
0,0,1.1533888380212585,-0.4981545781841214,0,1,0,0,0,1.1533888380212585,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.7508526981437278,0,0,0,0,0,1,1,0,1,0,3,2628.0
1,0,-0.8496105295562589,-0.4592509468467856,0,0,0,1,0,-0.8496105295562589,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.31965079415013364,0,0,0,0,0,1,1,0,1,0,0,0.0
0,0,-2.0149919797831783,-0.5921716872493494,1,0,0,1,3,-2.0149919797831783,1,0,0,0,0,0,1,0,0,1,0,0,0,-0.10404984215333657,0,0,0,0,0,1,2,0,0,1,3,347054.0
0,0,0.17009823939229535,-0.4651454364433516,0,0,0,1,0,0.17009823939229535,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.10404984215333657,0,0,0,0,0,1,2,0,0,1,3,3101278.0
1,0,-0.26691980444279934,-0.39588518368370085,0,1,0,0,0,-0.26691980444279934,0,0,0,0,1,1,0,1,0,0,0,0,0,0.003750633845061978,0,0,0,0,1,0,1,0,1,0,3,2699.0
1,0,-0.9952832108346239,-0.47339772187854406,0,0,1,0,0,-0.9952832108346239,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.2118503181517351,0,0,0,0,0,1,1,0,1,0,3,367231.0
1,1,0.7527889645057549,0.6229773430827361,1,1,0,0,5,0.7527889645057549,0,1,0,0,0,1,0,1,0,0,0,0,0,-1.182054602137322,0,1,0,0,0,0,1,0,1,0,3,112277.0
0,0,-0.41259248572116425,-0.5064068636193138,0,0,0,1,0,-0.41259248572116425,1,0,0,0,0,1,0,1,0,0,0,0,0,-1.3976555541341191,0,0,0,0,0,1,1,0,1,0,21,0.0
1,2,0.3886072613098427,0.15141817535745433,0,0,0,1,0,0.3886072613098427,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.10404984215333657,0,0,1,0,0,0,1,0,1,0,28,0.0
0,0,-0.5582651669995292,-0.49697568026480815,0,0,0,1,0,-0.5582651669995292,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.5352517461469307,0,0,0,0,0,1,1,0,1,0,0,0.0
0,2,0.02442555811393045,-0.22582915882277113,0,0,0,1,0,0.02442555811393045,0,0,0,1,0,1,0,1,0,0,0,0,0,0.003750633845061978,0,0,0,1,0,0,1,0,1,0,3,250646.0
0,0,0.37656577491476306,-0.47339772187854406,0,0,1,0,0,0.37656577491476306,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.8586531741421264,0,0,0,0,0,1,2,0,0,1,3,367229.0
1,1,0.0972618987531129,0.9416727472704057,1,1,0,0,4,0.0972618987531129,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.4274512701485322,0,1,0,0,0,0,2,0,0,1,3,35273.0
1,0,-0.1940834638036169,-0.4651454364433516,0,0,0,1,0,-0.1940834638036169,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.5352517461469307,0,0,0,0,0,1,1,0,1,0,2,0.0
0,2,0.8984616457841199,-0.20225120043650702,0,0,0,1,0,0.8984616457841199,0,0,0,1,0,1,0,1,0,0,0,0,0,0.11155110984346052,0,0,1,0,0,0,2,0,0,1,3,243847.0
1,1,0.17009823939229535,2.7587489787690513,1,1,0,0,4,0.17009823939229535,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.6430522221453293,1,0,0,0,0,0,1,0,1,0,3,11813.0
0,2,0.02442555811393045,-0.3437189507540916,0,0,0,1,0,0.02442555811393045,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.9664536501405249,0,0,0,1,0,0,1,0,1,0,29,0.0
1,0,-0.9952832108346239,-0.4592509468467856,0,0,0,1,0,-0.9952832108346239,0,0,1,0,0,1,0,1,0,0,0,0,0,0.3271520618402576,0,0,0,0,0,1,1,0,1,0,16,0.0
0,2,-0.1940834638036169,-0.22582915882277113,0,0,0,1,0,-0.1940834638036169,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.7508526981437278,0,0,0,1,0,0,1,0,1,0,3,220367.0
0,0,1.5539887115367619,-0.4592509468467856,0,0,0,1,0,1.5539887115367619,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.4274512701485322,0,0,0,0,0,1,1,0,1,0,3,21440.0
0,0,-0.12521344227613163,-0.4665223892131094,0,0,0,1,0,-0.12521344227613163,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.7508526981437278,0,0,0,0,0,1,1,0,1,0,3,349234.0
1,1,0.6071162832273901,1.2831601778981305,1,0,0,1,1,0.6071162832273901,0,1,0,0,0,1,0,1,0,0,0,0,0,0.11155110984346052,1,0,0,0,0,0,2,0,0,1,3,19943.0
0,0,-0.5582651669995292,-0.397948255042499,0,0,0,1,0,-0.5582651669995292,0,0,0,0,1,1,0,1,0,0,0,0,0,0.11155110984346052,0,0,0,0,1,0,1,0,1,0,4,0.0
1,2,-0.7767741889170765,-0.3437189507540916,0,0,0,1,0,-0.7767741889170765,0,0,0,0,1,1,0,1,0,0,0,0,0,-0.2118503181517351,0,0,0,1,0,0,1,0,1,0,30,0.0
0,0,-0.6675196779583028,-0.49697568026480815,0,0,0,1,0,-0.6675196779583028,1,0,0,0,0,1,0,1,0,0,0,0,0,0.4349525378386561,0,0,0,0,0,1,1,0,1,0,0,0.0
0,2,-0.8496105295562589,-0.22582915882277113,0,0,0,1,0,-0.8496105295562589,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.2118503181517351,0,0,0,1,0,0,1,0,1,0,3,236171.0
0,0,-1.6347120526919905,-0.5386296804479016,0,0,0,1,0,-1.6347120526919905,1,0,0,0,0,0,1,0,0,1,0,0,0,-0.4274512701485322,0,0,0,0,0,1,5,1,0,0,3,4133.0
1,1,0.3886072613098427,1.1293139994277572,1,0,0,1,1,0.3886072613098427,0,1,0,0,0,0,1,0,1,0,0,0,0,1.836358725817837,0,1,0,0,0,0,2,0,0,1,3,36973.0
0,0,-0.04841078252525201,-0.4722188239592308,0,0,0,1,0,-0.04841078252525201,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.31965079415013364,0,0,0,0,0,1,1,0,1,0,3,347067.0
0,2,2.1366794366502218,-0.20225120043650702,0,0,0,1,0,2.1366794366502218,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.2118503181517351,0,0,1,0,0,0,1,0,1,0,3,237442.0
1,0,-1.796482957865631,-0.46882949244120536,0,0,0,1,0,-1.796482957865631,0,0,1,0,0,0,1,0,0,1,0,0,0,0.3271520618402576,0,0,0,0,0,1,7,1,0,0,3,347077.0
0,2,-0.41259248572116425,-0.3437189507540916,0,0,0,1,0,-0.41259248572116425,0,0,0,0,1,1,0,1,0,0,0,0,0,0.6505534898354532,0,0,0,1,0,0,1,0,1,0,6,0.0
0,0,0.44898373194368224,-0.48282890523304967,0,0,0,1,0,0.44898373194368224,1,0,0,0,0,0,1,0,0,1,0,0,0,0.11155110984346052,0,0,0,0,0,1,1,0,1,0,15,0.0
0,2,1.0441343270624848,0.3871977592200952,0,0,0,1,0,1.0441343270624848,0,0,0,1,0,1,0,1,0,0,0,0,0,-1.0742541261389233,0,0,1,0,0,0,2,0,0,1,3,26707.0
1,2,-1.5779739359480836,-0.4262418051060159,0,0,0,1,0,-1.5779739359480836,0,0,0,0,1,0,1,0,0,1,0,0,0,0.5427530138370547,0,0,0,1,0,0,3,0,0,1,6,0.0
0,2,-0.7767741889170765,-0.3437189507540916,0,0,0,1,0,-0.7767741889170765,0,0,0,0,1,1,0,1,0,0,0,0,0,0.4349525378386561,0,0,0,1,0,0,1,0,1,0,3,28665.0
0,2,0.2429345800314778,-0.26001719848285404,0,0,0,1,0,0.2429345800314778,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.5352517461469307,0,0,0,1,0,0,1,0,1,0,31,0.0
0,0,-0.4690934705151515,-0.49805555075889907,0,1,0,0,0,-0.4690934705151515,1,0,0,0,0,0,1,0,0,1,0,0,0,-0.6430522221453293,0,0,0,0,0,1,2,0,0,1,3,2665.0
1,0,-0.2579099491057328,-0.47339772187854406,0,0,1,0,0,-0.2579099491057328,0,0,1,0,0,0,1,0,0,1,0,0,0,0.3271520618402576,0,0,0,0,0,1,2,0,0,1,3,367230.0
0,2,-0.04841078252525201,-0.3437189507540916,0,0,0,1,0,-0.04841078252525201,0,0,0,0,1,1,0,1,0,0,0,0,0,0.4349525378386561,0,0,0,1,0,0,1,0,1,0,15,0.0
0,0,-0.5582651669995292,-0.5028701698613742,0,0,0,1,0,-0.5582651669995292,1,0,0,0,0,1,0,1,0,0,0,0,0,0.21935158584185907,0,0,0,0,0,1,1,0,1,0,18,0.0
0,0,0.02442555811393045,-0.4981545781841214,0,1,0,0,0,0.02442555811393045,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.7508526981437278,0,0,0,0,0,1,1,0,1,0,3,2694.0
0,1,1.0441343270624848,1.2831601778981305,1,0,1,0,1,1.0441343270624848,0,1,0,0,0,1,0,0,0,0,0,0,1,0.003750633845061978,1,0,0,0,0,0,3,0,0,1,3,19928.0
0,0,-0.3397561450819818,-0.4722188239592308,0,0,0,1,0,-0.3397561450819818,0,0,1,0,0,0,1,0,0,1,0,0,0,1.0817553938290474,0,0,0,0,0,1,1,0,1,0,3,347071.0
1,2,-0.41259248572116425,-0.49697568026480815,0,0,0,1,0,-0.41259248572116425,1,0,0,0,0,0,1,0,1,0,0,0,0,0.4349525378386561,0,0,0,1,0,0,3,0,0,1,3,250649.0
1,1,0.5342799425882077,0.4002646637577628,1,0,0,1,4,0.5342799425882077,0,0,0,1,0,1,0,1,0,0,0,0,0,0.21935158584185907,0,1,0,0,0,0,3,0,0,1,3,11751.0
0,2,1.7724977334543093,-0.22582915882277113,0,0,0,1,0,1.7724977334543093,0,0,0,1,0,1,0,0,0,0,0,0,1,0.21935158584185907,0,0,0,1,0,0,2,0,0,1,3,244252.0
0,0,0.08324385313972793,-0.49697568026480815,0,0,0,1,0,0.08324385313972793,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.5352517461469307,0,0,0,0,0,1,1,0,1,0,3,362316.0
0,0,-0.04841078252525201,-0.5921716872493494,1,0,0,1,3,-0.04841078252525201,1,0,0,0,0,0,1,0,1,0,0,0,0,1.6207577738210401,0,0,0,0,0,1,3,0,0,1,3,347054.0
0,1,2.355188458567769,0.4131335134449858,1,0,0,1,1,2.355188458567769,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.2118503181517351,0,1,0,0,0,0,1,0,1,0,3,113514.0
0,0,0.02442555811393045,-0.4592509468467856,0,0,0,1,0,0.02442555811393045,0,0,1,0,0,1,0,1,0,0,0,0,0,-0.31965079415013364,0,0,0,0,0,1,2,0,0,1,5,0.0
0,0,0.8256253051449374,-0.3622865929832746,0,0,0,1,0,0.8256253051449374,0,0,0,0,1,0,1,0,1,0,0,0,0,1.405156821824243,0,0,0,0,1,0,3,0,0,1,3,370129.0
1,0,-0.04841078252525201,-0.11992640093502738,0,1,0,0,0,-0.04841078252525201,0,0,0,1,0,0,1,0,1,0,0,0,0,1.2973563458258444,0,0,0,0,1,0,3,0,0,1,3,2650.0
1,1,0.325663656508189,2.895892531518595,0,1,0,0,0,0.325663656508189,0,1,0,0,0,0,1,0,1,0,0,0,0,0.3271520618402576,1,0,0,0,0,0,1,0,1,0,1,0.0
1,1,0.02442555811393045,0.5208061900755917,1,0,0,1,6,0.02442555811393045,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.7508526981437278,0,1,0,0,0,0,1,0,1,0,3,110152.0
1,1,0.3886072613098427,7.214261628246344,0,1,0,0,0,0.3886072613098427,0,1,0,0,0,0,1,0,0,1,0,0,0,-1.182054602137322,1,0,0,0,0,0,1,0,1,0,1,0.0
1,2,1.4811523708975796,-0.22582915882277113,0,0,0,1,0,1.4811523708975796,0,0,0,1,0,0,1,0,1,0,0,0,0,0.003750633845061978,0,0,0,1,0,0,2,0,0,1,3,230433.0
