Age_scaled,Sex_1,Age,Fare,Name_length,Sex_0,Title_0,Ticket_Number,Pclass,CabinLetter,Family_Size,Title_1,Title_2,Ticket_Letter,Cabin,Family_Size_Category_2,Family_Size_Category_0,S,Pclass_4,Pclass_5,Fare_0,Family_Size_Category_1,Fare_1,C,Fare_2,Title_3,Fare_4,Pclass_1,Fare_3,Pclass_3,Title_5,Pclass_0,Title_4,Pclass_2,Q
-0.558265167,1,-0.558265167,0.731435952,0.65055349,0,0,113776,1,1,2,1,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1.881752244,0,1.881752244,-0.459250947,-1.182054602,1,1,0,0,0,1,0,0,24,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.789207135,0,0.789207135,-0.155095284,0.434952538,1,1,0,0,0,3,0,0,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.083243853,0,0.083243853,-0.494028435,-0.643052222,1,1,0,0,0,1,0,0,25,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.553988712,0,1.553988712,2.05553637,0.003750634,1,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
-0.995283211,1,-0.995283211,-0.474185226,0.542753014,0,0,35851,0,0,1,0,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.024425558,0,0.024425558,-0.459250947,-1.289855078,1,1,0,0,0,1,0,0,16,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.298799696,0,-0.298799696,-0.430367948,-0.858653174,1,1,315037,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
-1.364135836,0,-1.364135836,-0.370328361,-0.104049842,1,0,0,0,0,11,0,0,26,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1.044134327,0,1.044134327,-0.079645817,-0.319650794,1,1,371362,0,0,2,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.752788965,1,0.752788965,-0.096150388,2.483161582,0,0,0,2,0,1,1,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.266919804,0,-0.266919804,-0.472218824,-0.104049842,1,1,347068,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.92244687,0,-0.92244687,-0.430367948,-1.289855078,1,1,315093,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
-2.08782832,0,-2.08782832,-0.526939336,0.11155111,1,0,3101295,0,0,6,0,0,3,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-1.505137595,0,-1.505137595,-0.516231013,2.159760154,1,0,363291,0,0,3,0,0,3,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.32787411,1,-0.32787411,0.457931634,1.18955587,0,0,113505,1,2,2,1,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1.116970668,1,1.116970668,-0.619581064,2.159760154,0,0,347088,0,0,6,1,0,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.068853077,0,2.068853077,0.383661065,-0.858653174,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.121247123,0,-0.121247123,-0.458268756,-1.50545603,1,1,1601,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2.282352118,0,2.282352118,0.740867135,-0.211850318,1,1,111240,1,6,1,0,0,3,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
-1.869319299,0,-1.869319299,-0.564172862,-0.750852698,1,0,382652,0,0,6,0,0,3,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-2.08782832,1,-2.08782832,-0.663855754,0.11155111,0,0,347742,0,0,3,0,1,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.631101508,0,-0.631101508,-0.465145436,-0.211850318,1,1,0,0,0,1,0,0,18,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1.918170415,0,1.918170415,0.608632513,-0.42745127,1,1,17764,1,5,1,0,0,3,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
-0.84961053,0,-0.84961053,-0.468484075,-0.535251746,1,1,350404,0,0,3,0,0,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-1.634712053,0,-1.634712053,-0.53862968,0.219351586,1,0,4133,0,0,5,0,0,3,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.481152371,1,1.481152371,0.515108183,-0.104049842,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0.024425558,0,0.024425558,-0.225829159,-0.96645365,1,1,250653,2,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
0.461443602,0,0.461443602,-0.838856077,-0.858653174,1,1,0,0,0,1,0,0,27,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.364135836,1,-1.364135836,-0.370328361,0.11155111,0,0,0,0,0,11,0,1,26,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.134417277,0,0.134417277,-0.129159529,-1.182054602,1,1,0,2,0,1,0,0,22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
-1.505137595,0,-1.505137595,-0.468829492,1.081755394,1,0,347077,0,0,7,0,0,3,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
-2.08782832,0,-2.08782832,0.0806843,-0.211850318,1,0,230136,2,7,4,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
-1.869319299,1,-1.869319299,0.19975299,0.866154442,0,0,315153,0,0,3,0,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.082678574,0,2.082678574,1.518939762,-0.643052222,1,1,113767,1,5,1,0,0,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.257909949,1,-0.257909949,-0.473397722,2.159760154,0,0,370365,0,0,2,1,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.116970668,0,1.116970668,0.413133513,1.944159202,1,1,111428,1,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
0.752788965,0,0.752788965,-0.473397722,-1.182054602,1,1,364849,0,0,3,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.461443602,0,0.461443602,-0.466522389,-0.858653174,1,1,349247,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.170098239,1,0.170098239,-0.225829159,-0.858653174,0,0,234604,2,0,1,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.776774189,0,-0.776774189,-0.225829159,-0.643052222,1,1,28424,2,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.776774189,1,-0.776774189,-0.468484075,2.159760154,0,0,350046,0,0,2,0,1,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-1.942155639,0,-1.942155639,-0.430171465,-0.104049842,1,0,230080,2,7,3,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1.044134327,1,1.044134327,0.468343661,1.512957298,0,0,0,1,6,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
2.063843096,1,2.063843096,2.615805248,-0.750852698,0,0,0,1,6,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
0.792275312,0,0.792275312,-0.473397722,-0.858653174,1,1,368703,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.898461646,0,0.898461646,-0.442548321,0.542753014,1,1,4579,0,0,2,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.538495264,1,-0.538495264,-0.473397722,0.542753014,0,0,370370,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.412592486,1,-0.412592486,-0.225829159,1.18955587,0,0,248747,2,0,1,0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.121247123,0,-0.121247123,-0.390874868,0.327152062,1,1,345770,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
-1.364135836,0,-1.364135836,-0.370328361,-0.858653174,1,1,0,0,0,11,0,0,26,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.315770921,0,0.315770921,-0.532540673,-0.104049842,1,1,3101264,0,0,1,0,0,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.153388838,0,1.153388838,-0.498154578,-0.750852698,1,1,2628,0,0,1,0,0,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.84961053,0,-0.84961053,-0.459250947,-0.319650794,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-2.01499198,1,-2.01499198,-0.592171687,-0.104049842,0,0,347054,0,3,2,0,1,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.170098239,0,0.170098239,-0.465145436,-0.104049842,1,1,3101278,0,0,2,0,0,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.266919804,0,-0.266919804,-0.395885184,0.003750634,1,1,2699,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
-0.995283211,1,-0.995283211,-0.473397722,-0.211850318,0,0,367231,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.752788965,0,0.752788965,0.622977343,-1.182054602,1,1,112277,1,5,1,0,0,3,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
-0.412592486,0,-0.412592486,-0.506406864,-1.397655554,1,1,0,0,0,1,0,0,21,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.388607261,1,0.388607261,0.151418175,-0.104049842,0,0,0,2,0,1,0,1,28,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.558265167,0,-0.558265167,-0.49697568,-0.535251746,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.024425558,0,0.024425558,-0.225829159,0.003750634,1,1,250646,2,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
0.376565775,0,0.376565775,-0.473397722,-0.858653174,1,1,367229,0,0,2,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.097261899,1,0.097261899,0.941672747,-0.42745127,0,0,35273,1,4,2,0,1,3,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
-0.194083464,1,-0.194083464,-0.465145436,-0.535251746,0,0,0,0,0,1,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.898461646,0,0.898461646,-0.2022512,0.11155111,1,1,243847,2,0,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.170098239,1,0.170098239,2.758748979,-0.643052222,0,0,11813,1,4,1,0,1,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
0.024425558,0,0.024425558,-0.343718951,-0.96645365,1,1,0,2,0,1,0,0,29,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.995283211,0,-0.995283211,-0.459250947,0.327152062,1,1,0,0,0,1,0,0,16,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.194083464,0,-0.194083464,-0.225829159,-0.750852698,1,1,220367,2,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1.553988712,0,1.553988712,-0.459250947,-0.42745127,1,1,21440,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.125213442,0,-0.125213442,-0.466522389,-0.750852698,1,1,349234,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.607116283,0,0.607116283,1.283160178,0.11155111,1,1,19943,1,1,2,0,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.558265167,0,-0.558265167,-0.397948255,0.11155111,1,1,0,0,0,1,0,0,4,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.776774189,0,-0.776774189,-0.343718951,-0.211850318,1,1,0,2,0,1,0,0,30,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.667519678,0,-0.667519678,-0.49697568,0.434952538,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.84961053,0,-0.84961053,-0.225829159,-0.211850318,1,1,236171,2,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
-1.634712053,1,-1.634712053,-0.53862968,-0.42745127,0,0,4133,0,0,5,0,1,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.388607261,1,0.388607261,1.129313999,1.836358726,0,0,36973,1,1,2,1,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-0.048410783,0,-0.048410783,-0.472218824,-0.319650794,1,1,347067,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2.136679437,0,2.136679437,-0.2022512,-0.211850318,1,1,237442,2,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
-1.796482958,1,-1.796482958,-0.468829492,0.327152062,0,0,347077,0,0,7,0,1,3,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.412592486,0,-0.412592486,-0.343718951,0.65055349,1,1,0,2,0,1,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.448983732,1,0.448983732,-0.482828905,0.11155111,0,0,0,0,0,1,0,1,15,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.044134327,0,1.044134327,0.387197759,-1.074254126,1,1,26707,2,0,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-1.577973936,1,-1.577973936,-0.426241805,0.542753014,0,0,0,2,0,3,0,1,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.776774189,0,-0.776774189,-0.343718951,0.434952538,1,1,28665,2,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.24293458,0,0.24293458,-0.260017198,-0.535251746,1,1,0,2,0,1,0,0,31,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.469093471,1,-0.469093471,-0.498055551,-0.643052222,0,0,2665,0,0,2,0,1,3,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.257909949,1,-0.257909949,-0.473397722,0.327152062,0,0,367230,0,0,2,0,1,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.048410783,0,-0.048410783,-0.343718951,0.434952538,1,1,0,2,0,1,0,0,15,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.558265167,0,-0.558265167,-0.50287017,0.219351586,1,1,0,0,0,1,0,0,18,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.024425558,0,0.024425558,-0.498154578,-0.750852698,1,1,2694,0,0,1,0,0,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1.044134327,0,1.044134327,1.283160178,0.003750634,1,0,19928,1,1,3,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
-0.339756145,1,-0.339756145,-0.472218824,1.081755394,0,0,347071,0,0,1,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.412592486,1,-0.412592486,-0.49697568,0.434952538,0,0,250649,2,0,3,1,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.534279943,0,0.534279943,0.400264664,0.219351586,1,1,11751,1,4,3,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1.772497733,0,1.772497733,-0.225829159,0.219351586,1,0,244252,2,0,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0.083243853,0,0.083243853,-0.49697568,-0.535251746,1,1,362316,0,0,1,0,0,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.048410783,1,-0.048410783,-0.592171687,1.620757774,0,0,347054,0,3,3,1,0,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.355188459,0,2.355188459,0.413133513,-0.211850318,1,1,113514,1,1,1,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
0.024425558,0,0.024425558,-0.459250947,-0.319650794,1,1,0,0,0,2,0,0,5,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.825625305,1,0.825625305,-0.362286593,1.405156822,0,0,370129,0,0,3,1,0,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.048410783,1,-0.048410783,-0.119926401,1.297356346,0,0,2650,0,0,3,1,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.325663657,1,0.325663657,2.895892532,0.327152062,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
0.024425558,1,0.024425558,0.52080619,-0.750852698,0,0,110152,1,6,1,0,1,3,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.388607261,1,0.388607261,7.214261628,-1.182054602,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1.481152371,1,1.481152371,-0.225829159,0.003750634,0,0,230433,2,0,2,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.792275312,0,0.792275312,-0.473397722,-1.074254126,1,1,384461,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-1.942155639,0,-1.942155639,-0.468829492,0.65055349,1,0,347077,0,0,7,0,0,3,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1.626825052,0,1.626825052,0.413133513,-1.074254126,1,1,110413,1,2,3,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.752788965,0,0.752788965,-0.838856077,-0.643052222,1,1,112059,1,6,1,0,0,3,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.792275312,1,0.792275312,-0.473397722,-0.96645365,0,0,382649,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.461443602,0,0.461443602,-0.343718951,-1.074254126,1,1,0,2,0,1,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.995283211,0,-0.995283211,-0.526939336,-0.211850318,1,1,3101295,0,0,6,0,0,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.339756145,0,-0.339756145,-0.472218824,-0.319650794,1,1,347083,0,0,2,0,0,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.063843096,1,2.063843096,1.573365549,1.944159202,0,0,0,1,1,2,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.388607261,1,0.388607261,1.293114792,-0.535251746,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1.668966945,0,1.668966945,-0.107939367,-0.643052222,1,1,113798,1,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.339756145,0,-0.339756145,-0.838856077,0.11155111,1,1,0,0,0,1,0,0,27,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.825625305,1,0.825625305,-0.379085888,1.512957298,0,0,250644,2,0,2,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.534279943,0,0.534279943,0.561674651,-0.643052222,1,1,0,1,1,2,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
-0.538495264,1,-0.538495264,-0.473397722,-0.104049842,0,0,370375,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2.428024799,1,2.428024799,0.386542292,0.65055349,0,0,13502,1,4,2,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1.116970668,1,1.116970668,-0.473397722,0.65055349,0,0,347073,0,0,1,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.437489344,0,0.437489344,-0.838856077,0.003750634,1,1,239853,2,0,1,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-1.650810277,0,-1.650810277,-0.564172862,-0.96645365,1,0,382652,0,0,6,0,0,3,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.388607261,1,0.388607261,-0.36140242,0.542753014,0,0,0,0,0,3,1,0,6,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.57369748,0,2.57369748,-0.473397722,-1.182054602,1,1,336439,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.121247123,0,-0.121247123,-0.468484075,0.542753014,1,1,347464,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.995283211,0,-0.995283211,-0.390874868,-0.211850318,1,1,345778,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.776774189,0,-0.776774189,-0.459250947,-0.104049842,1,1,0,0,0,1,0,0,5,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2.11282559,0,2.11282559,0.387197759,-0.104049842,1,1,113056,1,5,1,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
0.24293458,0,0.24293458,-0.430367948,-0.858653174,1,1,349239,0,0,1,0,0,3,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
0.024425558,0,0.024425558,-0.390874868,-0.42745127,1,1,345774,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.558265167,0,-0.558265167,-0.466522389,-0.750852698,1,1,349206,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.898461646,0,0.898461646,-0.225829159,-0.750852698,1,1,237798,2,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.558265167,1,-0.558265167,-0.473397722,-0.750852698,0,0,370373,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.266919804,1,-0.266919804,1.020265942,0.11155111,0,0,19877,1,0,1,0,1,3,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
-0.776774189,1,-0.776774189,1.308605511,1.297356346,0,0,11967,1,6,2,1,0,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0.461443602,0,0.461443602,-0.231723648,-0.535251746,1,1,0,2,4,1,0,0,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
-0.412592486,1,-0.412592486,-0.421526213,-0.858653174,0,0,349236,0,0,1,0,1,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.412592486,0,-0.412592486,-0.466522389,-1.182054602,1,1,349233,0,0,1,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.679845004,0,0.679845004,0.468343661,-1.074254126,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
-0.449010656,0,-0.449010656,-0.497956523,-0.96645365,1,1,2693,0,0,1,0,0,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
-2.01499198,1,-2.01499198,0.94776372,0.11155111,0,0,113781,1,1,4,0,1,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.536996268,0,0.536996268,0.599399385,-0.643052222,1,1,19988,1,1,1,0,0,3,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1.481152371,1,1.481152371,4.997179045,2.159760154,0,0,0,1,6,2,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
-0.538495264,1,-0.538495264,-0.473397722,1.405156822,0,0,9234,0,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.258551696,0,-0.258551696,-0.290668544,-0.96645365,1,1,367226,0,0,3,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.776774189,0,-0.776774189,-0.838856077,0.434952538,1,1,0,0,0,1,0,0,27,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.151992679,1,0.151992679,-0.256480505,-0.858653174,0,0,226593,2,2,1,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
0.153474582,0,0.153474582,-0.459250947,0.65055349,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
